,SE1,SE2,SE3,SE4
2000-03-09 09:00:00+00:00,43008.301,45262.302,15617.118,14292.181
2000-03-09 10:00:00+00:00,35014.146,27926.969,19983.693,11442.961
2000-03-09 11:00:00+00:00,29102.654,21685.642,22353.01,13418.092
2000-03-09 12:00:00+00:00,28222.392,15638.612,15573.975,19660.471
2000-03-09 13:00:00+00:00,23628.657,8010.288,10888.317,29466.608
2000-03-09 14:00:00+00:00,22676.091,6136.181,11647.277,50452.176
2000-03-09 15:00:00+00:00,23241.126,7509.542,9716.767,74738.426
2000-03-09 16:00:00+00:00,26334.971,16114.027,12734.203,122875.97
2000-03-09 17:00:00+00:00,27111.992,39902.37,19211.629,170939.44
2000-03-09 18:00:00+00:00,28062.817,63303.592,29757.374,221286.519
2000-03-09 19:00:00+00:00,30919.325,85855.19,41891.167,293071.308
2000-03-09 20:00:00+00:00,38075.734,108343.048,55248.421,369374.486
2000-03-09 21:00:00+00:00,39854.882,112784.159,70106.964,383529.272
2000-03-09 22:00:00+00:00,38196.083,100156.816,93090.826,353615.531
2000-03-09 23:00:00+00:00,35829.677,105369.001,116147.942,381264.299
2000-03-10 00:00:00+00:00,29997.273,104957.394,144994.906,436637.097
2000-03-10 01:00:00+00:00,29252.901,102070.688,149794.065,468097.584
2000-03-10 02:00:00+00:00,26498.026,103574.399,159575.086,466236.662
2000-03-10 03:00:00+00:00,25002.075,103523.023,186110.475,491242.67
2000-03-10 04:00:00+00:00,23525.2,86868.426,235315.163,521834.91
2000-03-10 05:00:00+00:00,28279.153,106122.667,283434.086,596760.185
2000-03-10 06:00:00+00:00,36830.419,103959.671,331079.642,640089.776
2000-03-10 07:00:00+00:00,44689.842,106160.128,361649.868,665616.946
2000-03-10 08:00:00+00:00,43540.068,109247.475,379607.749,653882.015
2000-03-10 09:00:00+00:00,38033.278,95124.542,393936.506,664623.107
2000-03-10 10:00:00+00:00,30210.657,44285.29,430135.959,703522.217
2000-03-10 11:00:00+00:00,21164.516,21627.45,465513.163,707243.592
2000-03-10 12:00:00+00:00,21916.536,19524.311,490626.006,746210.667
2000-03-10 13:00:00+00:00,22608.067,26478.279,533419.1,697933.343
2000-03-10 14:00:00+00:00,23683.533,29790.791,635405.877,741917.074
2000-03-10 15:00:00+00:00,30643.278,36299.773,701481.106,774597.549
2000-03-10 16:00:00+00:00,35690.402,39306.439,778627.072,712623.878
2000-03-10 17:00:00+00:00,70412.627,74245.505,829441.845,691203.305
2000-03-10 18:00:00+00:00,102014.713,112063.002,834697.744,715176.276
2000-03-10 19:00:00+00:00,134084.647,132421.477,841082.672,727569.205
2000-03-10 20:00:00+00:00,153617.21,152974.582,842225.003,723272.197
2000-03-10 21:00:00+00:00,128236.999,91858.407,829637.113,707284.095
2000-03-10 22:00:00+00:00,121968.642,74379.721,780001.826,646236.715
2000-03-10 23:00:00+00:00,123466.37,63039.232,775573.183,605207.804
2000-03-11 00:00:00+00:00,113282.735,63481.213,787139.333,581150.81
2000-03-11 01:00:00+00:00,96414.606,68749.421,765787.305,555473.877
2000-03-11 02:00:00+00:00,88940.707,102245.923,746293.218,520042.5
2000-03-11 03:00:00+00:00,95552.301,133282.4,758494.803,433967.307
2000-03-11 04:00:00+00:00,80092.312,150188.848,828975.892,380474.229
2000-03-11 05:00:00+00:00,64153.059,195275.83,850189.121,308451.079
2000-03-11 06:00:00+00:00,55003.146,290805.882,783814.627,264674.948
2000-03-11 07:00:00+00:00,44989.527,398759.036,742275.467,234610.512
2000-03-11 08:00:00+00:00,39535.068,404235.712,653180.756,190346.856
2000-03-11 09:00:00+00:00,29418.776,396159.926,553550.226,126512.205
2000-03-11 10:00:00+00:00,23612.873,378987.03,424124.397,79720.066
2000-03-11 11:00:00+00:00,11777.717,356876.157,320189.481,68658.346
2000-03-11 12:00:00+00:00,13115.43,341936.236,222619.118,53235.586
2000-03-11 13:00:00+00:00,14658.522,311217.336,143479.361,38623.954
2000-03-11 14:00:00+00:00,8601.222,327906.758,94747.405,35398.465
2000-03-11 15:00:00+00:00,10222.611,382801.047,68228.323,46583.28
2000-03-11 16:00:00+00:00,21725.496,423965.582,51987.868,43321.05
2000-03-11 17:00:00+00:00,28066.231,439139.761,50093.696,34100.279
2000-03-11 18:00:00+00:00,37833.828,371605.8,54099.103,37594.733
2000-03-11 19:00:00+00:00,43330.932,270840.42,70507.826,43526.951
2000-03-11 20:00:00+00:00,40353.925,226136.23,86122.586,37614.926
2000-03-11 21:00:00+00:00,33664.438,198111.478,88538.431,36829.489
2000-03-11 22:00:00+00:00,30329.506,188440.301,89165.066,40908.334
2000-03-11 23:00:00+00:00,34317.35,175593.814,106340.916,65442.959
2000-03-12 00:00:00+00:00,53344.249,202073.118,157706.154,106889.159
2000-03-12 01:00:00+00:00,92972.236,198986.58,201937.691,150776.528
2000-03-12 02:00:00+00:00,128743.826,213019.459,253034.099,175315.953
2000-03-12 03:00:00+00:00,155419.846,233598.873,293132.986,199353.963
2000-03-12 04:00:00+00:00,171406.508,246010.529,334167.036,216156.122
2000-03-12 05:00:00+00:00,180509.74,252462.467,366441.826,240156.586
2000-03-12 06:00:00+00:00,188296.339,272895.377,381136.032,245871.672
2000-03-12 07:00:00+00:00,182216.289,292020.021,403877.272,234587.734
2000-03-12 08:00:00+00:00,178691.168,274144.702,421224.741,231799.406
2000-03-12 09:00:00+00:00,185599.915,239702.881,425293.003,234797.33
2000-03-12 10:00:00+00:00,180233.217,221919.053,436144.282,231750.876
2000-03-12 11:00:00+00:00,192906.179,235413.152,434075.558,232225.486
2000-03-12 12:00:00+00:00,198761.28,277030.684,449021.894,257498.186
2000-03-12 13:00:00+00:00,214217.558,353879.692,464374.024,259548.737
2000-03-12 14:00:00+00:00,234328.983,445765.624,514566.344,256799.685
2000-03-12 15:00:00+00:00,281353.215,500367.739,587036.231,245676.222
2000-03-12 16:00:00+00:00,306195.768,586807.511,590118.014,248077.623
2000-03-12 17:00:00+00:00,330601.873,727549.768,610870.026,203083.345
2000-03-12 18:00:00+00:00,322777.576,744245.464,594069.017,203206.644
2000-03-12 19:00:00+00:00,334979.139,813833.584,586930.87,188383.52
2000-03-12 20:00:00+00:00,343862.281,827564.903,582933.394,188234.753
2000-03-12 21:00:00+00:00,345229.02,848561.702,549549.538,187909.775
2000-03-12 22:00:00+00:00,350879.0,876043.886,524801.69,183229.565
2000-03-12 23:00:00+00:00,359931.158,905988.442,512033.245,163838.859
2000-03-13 00:00:00+00:00,359985.454,949122.925,482373.882,171295.603
2000-03-13 01:00:00+00:00,365097.743,959013.517,451930.841,170693.806
2000-03-13 02:00:00+00:00,363249.383,1090586.17,441163.55,173861.471
2000-03-13 03:00:00+00:00,357561.194,1204592.473,424451.101,178129.082
2000-03-13 04:00:00+00:00,362393.875,1228663.995,464004.702,186738.888
2000-03-13 05:00:00+00:00,377205.234,1158460.096,462077.808,172865.232
2000-03-13 06:00:00+00:00,369265.869,1079660.343,415995.47,172465.39
2000-03-13 07:00:00+00:00,331129.613,927723.516,397641.954,160744.396
2000-03-13 08:00:00+00:00,246908.776,650641.299,306967.381,141027.033
2000-03-13 09:00:00+00:00,173628.092,433113.602,218878.275,135295.975
2000-03-13 10:00:00+00:00,140373.597,270813.885,171230.118,117452.783
2000-03-13 11:00:00+00:00,147691.747,227575.504,135340.208,102854.646
2000-03-13 12:00:00+00:00,158517.837,221035.933,121796.658,86071.977
2000-03-13 13:00:00+00:00,179449.472,204528.13,111390.759,65764.137
2000-03-13 14:00:00+00:00,181530.971,170208.956,95808.555,61815.064
2000-03-13 15:00:00+00:00,186093.587,157449.731,80494.871,59197.213
2000-03-13 16:00:00+00:00,207152.523,140912.637,71048.257,48858.681
2000-03-13 17:00:00+00:00,251292.317,156104.139,81228.995,52006.607
2000-03-13 18:00:00+00:00,283217.62,223332.383,116547.508,76225.247
2000-03-13 19:00:00+00:00,323214.965,247377.346,186064.63,106995.613
2000-03-13 20:00:00+00:00,326112.737,274783.495,291967.777,136982.669
2000-03-13 21:00:00+00:00,306421.135,318354.585,379352.089,163173.541
2000-03-13 22:00:00+00:00,298646.601,313913.372,434337.964,165195.734
2000-03-13 23:00:00+00:00,296793.055,303118.642,476431.032,184860.525
2000-03-14 00:00:00+00:00,277287.081,260722.834,440424.778,199368.497
2000-03-14 01:00:00+00:00,268056.573,259397.89,439526.744,234320.686
2000-03-14 02:00:00+00:00,260538.848,293960.449,427594.089,266160.505
2000-03-14 03:00:00+00:00,276975.309,345766.741,440610.061,299069.805
2000-03-14 04:00:00+00:00,273606.841,383286.917,532328.742,329445.786
2000-03-14 05:00:00+00:00,249251.328,400166.143,601081.413,382300.225
2000-03-14 06:00:00+00:00,219167.458,419168.374,593101.36,422249.367
2000-03-14 07:00:00+00:00,196821.918,385061.856,591667.448,529418.515
2000-03-14 08:00:00+00:00,149847.401,318736.933,539914.818,616899.462
2000-03-14 09:00:00+00:00,101204.671,197358.684,587666.563,672153.391
2000-03-14 10:00:00+00:00,74572.708,120308.515,702592.942,647230.198
2000-03-14 11:00:00+00:00,50237.168,87805.804,781578.217,699545.892
2000-03-14 12:00:00+00:00,40975.888,73466.68,814447.961,804968.972
2000-03-14 13:00:00+00:00,31325.788,60116.323,844640.355,921873.001
2000-03-14 14:00:00+00:00,31025.636,58705.503,847130.862,1009244.587
2000-03-14 15:00:00+00:00,47334.816,56822.421,852743.483,1055781.838
2000-03-14 16:00:00+00:00,75844.549,60355.623,877086.716,1137205.134
2000-03-14 17:00:00+00:00,130104.915,98957.637,884341.697,1143447.159
2000-03-14 18:00:00+00:00,186244.493,196088.63,924301.127,1144759.509
2000-03-14 19:00:00+00:00,232049.518,284942.114,1034696.195,1163117.372
2000-03-14 20:00:00+00:00,210073.561,333760.442,1070691.872,1157419.967
2000-03-14 21:00:00+00:00,207966.675,337060.172,1116470.016,1165248.655
2000-03-14 22:00:00+00:00,202315.668,337683.954,1084240.635,1158280.669
2000-03-14 23:00:00+00:00,185130.577,365292.584,1039977.03,1151729.401
2000-03-15 00:00:00+00:00,167445.673,356403.886,1029571.335,1126906.921
2000-03-15 01:00:00+00:00,148902.888,348479.679,1005084.446,1081192.028
2000-03-15 02:00:00+00:00,148355.002,320996.02,1010288.351,1079646.825
2000-03-15 03:00:00+00:00,151904.366,309832.355,1077337.741,1100253.179
2000-03-15 04:00:00+00:00,160463.278,323806.243,1081611.95,1081755.077
2000-03-15 05:00:00+00:00,162398.976,337377.266,1083955.88,1128474.704
2000-03-15 06:00:00+00:00,147801.293,363135.378,1132047.842,1176621.104
2000-03-15 07:00:00+00:00,133830.08,368814.57,1070833.632,1201932.046
2000-03-15 08:00:00+00:00,103588.746,319003.856,923518.09,1247946.981
2000-03-15 09:00:00+00:00,52896.139,231333.333,838082.354,1292096.534
2000-03-15 10:00:00+00:00,32471.235,161373.169,992542.544,1310350.824
2000-03-15 11:00:00+00:00,21996.21,103096.126,1227211.813,1302650.815
2000-03-15 12:00:00+00:00,21521.539,78316.739,1263113.515,1273195.926
2000-03-15 13:00:00+00:00,28900.405,67231.103,1245561.801,1259513.426
2000-03-15 14:00:00+00:00,34643.695,72259.82,1215709.716,1277688.914
2000-03-15 15:00:00+00:00,37384.081,72549.555,1193087.919,1227407.845
2000-03-15 16:00:00+00:00,41852.72,84227.127,1139662.295,1245381.163
2000-03-15 17:00:00+00:00,68280.476,109730.872,1030363.684,1194424.29
2000-03-15 18:00:00+00:00,87875.42,182913.144,1012244.424,1101654.511
2000-03-15 19:00:00+00:00,96402.767,291567.875,1062663.899,1088911.806
2000-03-15 20:00:00+00:00,116290.943,325523.48,1177631.783,1099393.322
2000-03-15 21:00:00+00:00,127072.698,357678.162,1190059.136,1092624.91
2000-03-15 22:00:00+00:00,139160.499,360494.739,1188982.384,1121529.032
2000-03-15 23:00:00+00:00,169361.726,346437.346,1214092.599,1104539.634
2000-03-16 00:00:00+00:00,217384.35,316650.923,1266309.918,1097361.186
2000-03-16 01:00:00+00:00,240316.328,365158.188,1190053.878,1073415.58
2000-03-16 02:00:00+00:00,259623.248,483637.834,1095093.056,1097038.609
2000-03-16 03:00:00+00:00,282387.591,638105.619,1004913.865,1100413.543
2000-03-16 04:00:00+00:00,279829.417,803322.148,993472.28,1089719.783
2000-03-16 05:00:00+00:00,290282.801,991744.913,997529.237,1087906.052
2000-03-16 06:00:00+00:00,311155.361,1138725.221,974625.059,1048861.411
2000-03-16 07:00:00+00:00,306798.244,1191983.667,864273.08,974211.116
2000-03-16 08:00:00+00:00,301268.346,1134965.949,669750.289,981995.612
2000-03-16 09:00:00+00:00,280735.226,1077703.718,554965.886,1068105.913
2000-03-16 10:00:00+00:00,277909.02,919984.096,569595.85,1125059.002
2000-03-16 11:00:00+00:00,214870.058,836398.533,668743.1,1154251.677
2000-03-16 12:00:00+00:00,226480.848,783972.539,640183.93,1158975.76
2000-03-16 13:00:00+00:00,260192.282,927536.501,582011.156,1133424.538
2000-03-16 14:00:00+00:00,329723.954,920793.738,526344.098,1119175.313
2000-03-16 15:00:00+00:00,356846.303,961361.447,465818.646,1093637.681
2000-03-16 16:00:00+00:00,387282.611,1197988.54,439474.714,1051933.412
2000-03-16 17:00:00+00:00,407173.485,1372765.987,406420.183,974016.153
2000-03-16 18:00:00+00:00,420207.507,1518832.666,476456.211,947899.254
2000-03-16 19:00:00+00:00,437010.658,1586116.424,568093.055,893843.805
2000-03-16 20:00:00+00:00,437901.944,1659756.443,562364.767,875026.616
2000-03-16 21:00:00+00:00,456273.964,1747862.351,493679.309,801315.305
2000-03-16 22:00:00+00:00,467270.481,1874427.203,448115.512,711578.294
2000-03-16 23:00:00+00:00,483810.917,1886365.05,438583.295,675421.337
2000-03-17 00:00:00+00:00,484988.436,1876531.707,489597.684,621403.207
2000-03-17 01:00:00+00:00,483373.058,1824910.253,525207.458,549536.648
2000-03-17 02:00:00+00:00,497240.944,1855224.095,521065.34,514812.65
2000-03-17 03:00:00+00:00,480630.118,1881314.452,543413.542,497433.802
2000-03-17 04:00:00+00:00,448932.036,1891730.838,623083.923,488407.707
2000-03-17 05:00:00+00:00,448506.651,1913277.41,687106.95,481398.173
2000-03-17 06:00:00+00:00,423789.467,1912965.363,710113.613,426502.728
2000-03-17 07:00:00+00:00,420385.483,1939714.776,706992.853,324999.624
2000-03-17 08:00:00+00:00,454540.722,1931447.233,647085.99,221668.531
2000-03-17 09:00:00+00:00,442608.532,1910483.37,529296.421,192060.636
2000-03-17 10:00:00+00:00,430946.668,1887436.089,480478.38,243060.095
2000-03-17 11:00:00+00:00,422982.824,1926052.151,495197.93,169937.244
2000-03-17 12:00:00+00:00,412609.726,1915650.31,520338.994,142979.839
2000-03-17 13:00:00+00:00,375202.179,1890279.273,580005.284,127800.906
2000-03-17 14:00:00+00:00,358438.665,1915950.777,642571.909,113934.598
2000-03-17 15:00:00+00:00,341428.149,1904961.107,666540.095,108505.841
2000-03-17 16:00:00+00:00,341789.792,1871294.609,697077.012,96167.848
2000-03-17 17:00:00+00:00,373284.512,1795691.341,734684.211,91469.293
2000-03-17 18:00:00+00:00,390489.289,1672989.057,857817.395,103756.962
2000-03-17 19:00:00+00:00,348144.43,1621232.867,957153.716,140101.195
2000-03-17 20:00:00+00:00,314069.645,1553573.532,1037713.893,186517.068
2000-03-17 21:00:00+00:00,378409.13,1609851.045,1104131.709,202692.17
2000-03-17 22:00:00+00:00,407792.379,1476293.899,1198816.822,219323.839
2000-03-17 23:00:00+00:00,405722.334,1502106.004,1234136.829,251291.851
2000-03-18 00:00:00+00:00,425282.021,1428017.871,1276849.854,289517.241
2000-03-18 01:00:00+00:00,434894.735,1379023.878,1292384.318,336322.833
2000-03-18 02:00:00+00:00,428681.86,1314631.297,1278098.653,343483.36
2000-03-18 03:00:00+00:00,442634.331,1297715.597,1299534.447,353942.422
2000-03-18 04:00:00+00:00,427907.157,1297398.215,1309641.014,351196.455
2000-03-18 05:00:00+00:00,425183.029,1192107.394,1281244.153,398798.576
2000-03-18 06:00:00+00:00,363162.859,1160117.653,1354051.079,478470.962
2000-03-18 07:00:00+00:00,339446.655,1331191.549,1376931.033,490952.079
2000-03-18 08:00:00+00:00,323377.183,1442894.891,1447871.966,382936.712
2000-03-18 09:00:00+00:00,313155.385,1536882.03,1373357.062,331351.12
2000-03-18 10:00:00+00:00,288308.973,1719579.98,1280383.193,381774.355
2000-03-18 11:00:00+00:00,279006.732,1763189.502,1349840.812,411565.717
2000-03-18 12:00:00+00:00,282417.609,1774518.442,1344677.193,487395.46
2000-03-18 13:00:00+00:00,322042.971,1732237.477,1258112.694,541796.466
2000-03-18 14:00:00+00:00,393315.358,1700400.118,1191418.21,587892.642
2000-03-18 15:00:00+00:00,441347.778,1752973.434,978653.441,600853.866
2000-03-18 16:00:00+00:00,448562.146,1712045.168,921661.639,574574.769
2000-03-18 17:00:00+00:00,423049.796,1728995.265,851284.423,535200.045
2000-03-18 18:00:00+00:00,414836.909,1637289.825,823934.333,509276.781
2000-03-18 19:00:00+00:00,401809.172,1582097.621,923821.076,439082.686
2000-03-18 20:00:00+00:00,397956.106,1461008.653,1030116.058,349105.408
2000-03-18 21:00:00+00:00,386267.835,1339516.85,1153416.973,278209.218
2000-03-18 22:00:00+00:00,339119.113,1210524.418,1287221.905,259160.411
2000-03-18 23:00:00+00:00,305682.872,1082863.776,1248905.294,242274.741
2000-03-19 00:00:00+00:00,264701.433,1001773.596,1288876.838,295347.341
2000-03-19 01:00:00+00:00,208959.066,948126.992,1298012.627,360166.443
2000-03-19 02:00:00+00:00,172902.936,972325.499,1307522.829,502677.457
2000-03-19 03:00:00+00:00,154951.763,949205.761,1244810.446,622406.591
2000-03-19 04:00:00+00:00,131756.292,811308.398,1254533.388,671409.07
2000-03-19 05:00:00+00:00,95506.796,635036.917,1289421.054,712662.919
2000-03-19 06:00:00+00:00,76339.736,496042.517,1198433.601,769464.631
2000-03-19 07:00:00+00:00,55604.218,346976.047,1042524.855,712766.945
2000-03-19 08:00:00+00:00,28604.87,183989.419,832100.629,564264.557
2000-03-19 09:00:00+00:00,7427.127,93110.415,755525.973,496639.196
2000-03-19 10:00:00+00:00,14042.382,74528.349,638663.083,559308.241
2000-03-19 11:00:00+00:00,15311.469,57899.119,558186.34,575328.744
2000-03-19 12:00:00+00:00,14302.99,70316.265,537234.531,551567.969
2000-03-19 13:00:00+00:00,27737.207,76773.228,456357.349,516215.498
2000-03-19 14:00:00+00:00,37832.657,118926.442,344618.897,465782.363
2000-03-19 15:00:00+00:00,54060.448,143389.893,282221.339,426365.708
2000-03-19 16:00:00+00:00,83103.353,195219.069,232676.997,362741.778
2000-03-19 17:00:00+00:00,170227.683,365154.237,190502.09,287089.619
2000-03-19 18:00:00+00:00,302777.236,701709.984,216744.08,246019.307
2000-03-19 19:00:00+00:00,387695.069,1032186.621,314783.146,249286.914
2000-03-19 20:00:00+00:00,420306.979,1273867.56,451889.152,209873.999
2000-03-19 21:00:00+00:00,468715.051,1428749.086,614109.054,127310.181
2000-03-19 22:00:00+00:00,463955.704,1561089.544,750873.577,69856.619
2000-03-19 23:00:00+00:00,449416.158,1607759.398,774130.877,69164.589
2000-03-20 00:00:00+00:00,441156.766,1701782.079,822832.057,94669.818
2000-03-20 01:00:00+00:00,445474.486,1659384.05,925195.243,132819.498
2000-03-20 02:00:00+00:00,411961.159,1673151.162,1071729.977,188672.941
2000-03-20 03:00:00+00:00,373775.982,1697112.024,1104937.857,264113.682
2000-03-20 04:00:00+00:00,351016.294,1660382.827,1117428.595,329997.368
2000-03-20 05:00:00+00:00,323427.084,1700918.897,1104665.246,387192.374
2000-03-20 06:00:00+00:00,283090.632,1711455.318,1110162.771,420028.108
2000-03-20 07:00:00+00:00,275056.214,1610644.041,953006.711,414621.943
2000-03-20 08:00:00+00:00,250473.59,1447400.324,731323.263,315324.126
2000-03-20 09:00:00+00:00,209916.522,1398674.477,529618.966,220677.784
2000-03-20 10:00:00+00:00,250017.601,1384876.868,470588.602,246727.862
2000-03-20 11:00:00+00:00,268431.869,1341727.369,477973.294,317091.993
2000-03-20 12:00:00+00:00,278031.344,1356562.509,504743.938,405766.418
2000-03-20 13:00:00+00:00,250903.597,1218378.662,563279.905,465959.029
2000-03-20 14:00:00+00:00,247481.068,1218620.41,605827.243,467564.15
2000-03-20 15:00:00+00:00,235027.37,1049522.309,667959.914,489597.095
2000-03-20 16:00:00+00:00,192961.123,828049.368,699115.648,511529.9
2000-03-20 17:00:00+00:00,186980.816,826949.573,755321.381,563732.845
2000-03-20 18:00:00+00:00,169281.548,856838.99,861047.08,614353.267
2000-03-20 19:00:00+00:00,168337.56,951248.731,1044947.174,612205.708
2000-03-20 20:00:00+00:00,177886.913,1020679.312,1118675.859,641598.221
2000-03-20 21:00:00+00:00,189676.83,1098458.42,1125914.634,737711.539
2000-03-20 22:00:00+00:00,152486.613,1073117.252,978676.128,761076.262
2000-03-20 23:00:00+00:00,160663.856,1043338.636,805218.183,638844.885
2000-03-21 00:00:00+00:00,152402.696,986474.457,688383.094,563811.814
2000-03-21 01:00:00+00:00,165343.694,1113752.158,599262.838,577836.399
2000-03-21 02:00:00+00:00,178761.764,1235450.989,552121.994,589612.139
2000-03-21 03:00:00+00:00,199542.35,1328408.714,456287.609,541173.179
2000-03-21 04:00:00+00:00,253109.75,1345509.928,425164.188,459670.986
2000-03-21 05:00:00+00:00,302927.225,1508109.205,426683.21,397884.063
2000-03-21 06:00:00+00:00,318012.409,1615605.57,446608.531,291957.143
2000-03-21 07:00:00+00:00,306601.707,1587448.681,414168.247,150594.326
2000-03-21 08:00:00+00:00,272430.44,1435311.586,302787.796,62975.432
2000-03-21 09:00:00+00:00,260273.183,1396716.705,241885.388,27482.19
2000-03-21 10:00:00+00:00,253406.249,1366060.321,231728.928,16894.355
2000-03-21 11:00:00+00:00,229151.987,1283325.05,293048.514,17004.858
2000-03-21 12:00:00+00:00,196794.818,1113636.002,271633.796,25356.45
2000-03-21 13:00:00+00:00,199410.229,1077101.279,315831.373,31679.335
2000-03-21 14:00:00+00:00,230210.28,879268.681,377865.157,38650.347
2000-03-21 15:00:00+00:00,205045.717,746893.419,397287.744,59966.211
2000-03-21 16:00:00+00:00,183017.538,568376.101,380849.527,71494.095
2000-03-21 17:00:00+00:00,199466.929,470140.578,322998.768,62232.461
2000-03-21 18:00:00+00:00,203870.877,391879.545,302455.827,90620.833
2000-03-21 19:00:00+00:00,168406.8,357959.904,326471.488,137764.677
2000-03-21 20:00:00+00:00,139985.992,296304.984,333766.965,160254.265
2000-03-21 21:00:00+00:00,150993.18,132455.38,286235.31,151812.452
2000-03-21 22:00:00+00:00,145853.703,95541.18,203283.433,106383.676
2000-03-21 23:00:00+00:00,144233.701,96317.84,127573.683,91594.612
2000-03-22 00:00:00+00:00,156638.67,66793.542,69086.29,81939.859
2000-03-22 01:00:00+00:00,155143.432,42106.333,45046.737,70856.041
2000-03-22 02:00:00+00:00,115510.614,25542.913,30109.539,52432.154
2000-03-22 03:00:00+00:00,79310.16,16653.333,23197.456,37539.353
2000-03-22 04:00:00+00:00,47610.512,30915.25,26927.948,24745.769
2000-03-22 05:00:00+00:00,43731.821,73354.828,43599.786,15290.455
2000-03-22 06:00:00+00:00,47949.701,113170.103,70257.303,7537.814
2000-03-22 07:00:00+00:00,34538.594,158068.179,94490.817,7874.086
2000-03-22 08:00:00+00:00,26265.129,208136.492,96620.426,6348.989
2000-03-22 09:00:00+00:00,26358.524,237158.122,68877.673,1731.045
2000-03-22 10:00:00+00:00,21025.476,291424.405,60910.519,6310.679
2000-03-22 11:00:00+00:00,21067.505,346972.205,81051.129,14332.816
2000-03-22 12:00:00+00:00,23881.13,475785.807,118415.957,32910.505
2000-03-22 13:00:00+00:00,23879.641,596510.16,180506.424,59464.062
2000-03-22 14:00:00+00:00,24410.956,658104.356,245522.372,67268.646
2000-03-22 15:00:00+00:00,28550.428,688151.374,302033.272,80625.647
2000-03-22 16:00:00+00:00,37879.653,735791.252,342276.531,86594.399
2000-03-22 17:00:00+00:00,56734.324,847808.514,370253.789,109919.864
2000-03-22 18:00:00+00:00,110591.035,1020782.1,497655.791,164494.372
2000-03-22 19:00:00+00:00,170308.507,1152531.269,588792.96,227120.418
2000-03-22 20:00:00+00:00,182197.874,1239751.749,653937.986,298949.667
2000-03-22 21:00:00+00:00,185067.912,1230077.342,778065.123,336079.205
2000-03-22 22:00:00+00:00,195485.021,1179569.145,896535.135,344135.694
2000-03-22 23:00:00+00:00,194408.613,1203067.801,928993.432,310130.614
2000-03-23 00:00:00+00:00,165821.615,1138517.689,929790.469,278213.797
2000-03-23 01:00:00+00:00,143449.641,1111321.173,935898.979,244808.434
2000-03-23 02:00:00+00:00,145241.358,1096875.647,881956.715,206912.723
2000-03-23 03:00:00+00:00,122622.071,1094197.748,800860.871,197736.246
2000-03-23 04:00:00+00:00,87470.341,1141371.821,806243.07,191113.802
2000-03-23 05:00:00+00:00,70422.36,1126338.246,812707.017,205365.8
2000-03-23 06:00:00+00:00,74441.884,1069205.522,853960.685,208668.757
2000-03-23 07:00:00+00:00,62095.947,992617.436,883351.742,224779.325
2000-03-23 08:00:00+00:00,36544.724,883751.049,889107.589,240129.785
2000-03-23 09:00:00+00:00,17860.842,848499.89,982490.169,249052.965
2000-03-23 10:00:00+00:00,13915.08,749782.782,982129.138,249914.018
2000-03-23 11:00:00+00:00,19724.351,666993.368,975467.198,260094.455
2000-03-23 12:00:00+00:00,22502.637,642943.057,984858.908,300717.049
2000-03-23 13:00:00+00:00,25678.97,698935.923,1042520.984,313776.885
2000-03-23 14:00:00+00:00,19188.051,658164.248,1054686.666,302682.591
2000-03-23 15:00:00+00:00,17805.328,654118.082,996239.182,269457.735
2000-03-23 16:00:00+00:00,22059.697,586142.897,994204.021,251060.618
2000-03-23 17:00:00+00:00,36034.479,699887.01,969702.196,243941.845
2000-03-23 18:00:00+00:00,69780.506,866633.325,944945.336,265649.737
2000-03-23 19:00:00+00:00,91225.788,951973.963,943881.822,289486.921
2000-03-23 20:00:00+00:00,121377.028,962902.565,969515.453,302297.264
2000-03-23 21:00:00+00:00,131778.766,1038864.799,949926.732,301693.325
2000-03-23 22:00:00+00:00,100869.268,1025437.894,926166.392,291510.498
2000-03-23 23:00:00+00:00,114081.071,990621.715,873837.289,269784.177
2000-03-24 00:00:00+00:00,133065.176,1100807.688,849532.242,262807.834
2000-03-24 01:00:00+00:00,134108.173,1140576.763,787629.479,218883.288
2000-03-24 02:00:00+00:00,135976.078,1210489.92,782370.483,218652.235
2000-03-24 03:00:00+00:00,124361.54,1239662.064,808419.86,196356.323
2000-03-24 04:00:00+00:00,115941.157,1326133.549,808884.286,172962.708
2000-03-24 05:00:00+00:00,124261.988,1291019.892,803190.474,160007.056
2000-03-24 06:00:00+00:00,127796.337,1131001.842,812646.337,157690.977
2000-03-24 07:00:00+00:00,109203.47,1015934.035,719483.86,148065.38
2000-03-24 08:00:00+00:00,93032.333,761092.409,563150.562,118662.642
2000-03-24 09:00:00+00:00,95942.552,630790.893,452879.64,107811.192
2000-03-24 10:00:00+00:00,97898.975,657699.873,408431.681,136127.44
2000-03-24 11:00:00+00:00,98878.445,678812.965,397308.56,150150.899
2000-03-24 12:00:00+00:00,93907.206,593234.55,441196.168,169231.198
2000-03-24 13:00:00+00:00,102803.865,535273.4,535620.229,195223.597
2000-03-24 14:00:00+00:00,112930.795,489658.34,638888.184,191485.456
2000-03-24 15:00:00+00:00,129750.998,458686.631,677755.431,178202.931
2000-03-24 16:00:00+00:00,157600.962,474567.429,675316.297,169397.029
2000-03-24 17:00:00+00:00,224937.353,458675.458,707113.816,150135.483
2000-03-24 18:00:00+00:00,274495.585,541829.464,761489.901,165763.023
2000-03-24 19:00:00+00:00,318889.991,672959.724,851813.483,193734.372
