,Wind turbine ID,Terrain height [m],Nacelle height [m],Rotor diameter [m],Max power [MW],Price region,Installation date,Longitude,Latitude
586,0380-V-001-001,26.26,31.0,34.0,0.2,SE3,1986-04-20,17.558731573273153,59.97574461082759
587,1488-V-002-001,49.57,30.0,29.0,0.22,SE3,1986-04-25,12.354818954285648,58.27655663735083
588,0583-V-008-001,118.23,65.0,52.0,0.85,SE3,1986-05-01,15.005381519062476,58.46086440714981
589,0583-V-007-001,116.96,65.0,52.0,0.85,SE3,1986-05-01,15.002099578881028,58.46255749696174
590,1285-V-022-001,120.47,78.0,80.0,1.5,SE4,1986-05-12,13.543441211942804,55.79839052029599
591,1285-V-022-002,109.41,78.0,80.0,1.5,SE4,1986-05-12,13.543309908385574,55.80190719335747
592,1285-V-024-001,108.34,78.0,80.0,1.5,SE4,1986-05-12,13.54720880809029,55.803638251361555
593,1285-V-022-003,116.68,78.0,80.0,1.5,SE4,1986-05-12,13.547428648072064,55.800133945963644
594,1267-V-005-001,87.85,65.0,71.0,2.0,SE4,1986-06-04,13.508572832555782,55.815388595368724
595,1267-V-005-002,94.15,65.0,71.0,2.0,SE4,1986-06-11,13.50937232268845,55.81279881055132
596,0780-V-006-001,234.53,65.0,44.0,0.6,SE4,1986-06-11,14.978532948928915,57.03423620186854
597,1267-V-010-001,94.87,65.0,71.0,2.0,SE4,1986-06-18,13.510245522063649,55.810164801734416
598,1471-V-003-001,68.45,74.0,52.0,0.85,SE3,1986-07-01,13.371603181891984,58.5014072304568
599,1270-V-019-001,59.26,65.0,44.0,0.6,SE4,1986-07-01,14.075008775840155,55.50273392596532
600,1270-V-019-002,57.98,65.0,44.0,0.6,SE4,1986-07-01,14.07761306651116,55.50119960215277
601,1470-V-018-001,95.31,74.0,52.0,0.85,SE3,1986-08-31,13.225705674123988,58.283581337842385
602,1473-V-015-001,88.47,33.0,25.0,0.15,SE3,1986-08-31,14.101860992567753,58.588897530213856
603,1461-V-023-003,51.75,65.0,52.0,0.85,SE3,1986-09-02,12.581040609152444,58.61508874125165
604,1285-V-019-003,90.45,85.0,70.0,1.79,SE4,1986-10-13,13.436862533434224,55.84050521420884
605,1285-V-019-004,96.23,85.0,70.0,2.0,SE4,1986-10-13,13.43667288262593,55.828139016191116
606,1285-V-019-005,95.98,85.0,70.0,1.79,SE4,1986-10-13,13.436714230819893,55.83061053983789
607,1285-V-019-006,92.76,85.0,70.0,1.79,SE4,1986-10-13,13.436754905411835,55.83309095050773
608,1285-V-019-001,90.55,85.0,70.0,1.79,SE4,1986-10-13,13.436796098647587,55.83556247023168
609,1285-V-019-002,91.33,85.0,70.0,1.79,SE4,1986-10-13,13.436821336560028,55.83803369637649
610,1471-V-013-001,131.75,74.0,52.0,0.84,SE3,1986-11-01,13.485908582976784,58.46857938178724
611,1471-V-033-001,122.59,74.0,52.0,0.95,SE3,1986-11-01,13.46869562866316,58.45663661554226
612,1444-V-014-001,62.13,,,0.15,SE3,1986-11-18,12.723340141548354,58.38402631380441
613,0834-V-026-001,6.72,74.0,52.0,0.85,SE4,1986-11-20,16.091519030070458,56.44475015515034
614,1435-V-057-001,67.42,50.0,48.0,0.75,SE3,1986-12-01,11.259814047600837,58.77395313247743
615,0509-V-016-001,112.61,65.0,52.0,0.85,SE3,1986-12-01,14.636993661482451,58.26517128606338
616,1435-V-056-001,67.99,50.0,48.0,0.75,SE3,1986-12-01,11.25685546402957,58.7731097189921
617,0586-V-025-001,116.84,74.0,52.0,0.85,SE3,1986-12-02,14.952956853356842,58.33442907674994
618,0885-V-006-002,19.43,44.0,52.0,0.85,SE4,1986-12-20,16.743896353711328,56.92402080858843
619,0885-V-006-001,18.37,44.0,52.0,0.85,SE4,1986-12-20,16.741544244123016,56.92676454817421
620,2021-V-019-001,480.44,65.0,52.0,0.85,SE3,1987-01-01,14.018207422050859,60.50550575947167
621,2021-V-020-001,467.25,65.0,52.0,0.85,SE3,1987-01-01,14.020855202396929,60.503123170714765
622,0586-V-007-001,73.26,74.0,52.0,0.85,SE3,1987-01-01,15.282222604268586,58.42379962059421
623,0586-V-008-001,73.11,74.0,52.0,0.85,SE3,1987-01-03,15.284792683740246,58.42591096700627
624,0586-V-009-001,72.94,74.0,52.0,0.85,SE3,1987-01-04,15.287024748765235,58.4277515080634
625,1470-V-024-001,82.48,74.0,52.0,0.85,SE3,1987-01-10,12.896142435747771,58.288292206939424
626,1471-V-019-001,75.21,74.0,52.0,0.85,SE3,1987-01-10,13.400245866195862,58.48628885007029
627,1470-V-037-001,98.41,74.0,52.0,0.85,SE3,1987-02-21,13.25789900684819,58.27435261849734
628,1470-V-022-001,100.83,81.0,30.0,1.0,SE3,1987-03-02,13.086621819863513,58.207020666331665
629,0687-V-008-001,243.81,,,0.02,SE3,1987-03-14,14.887369589344162,57.980345886698366
630,1473-V-011-001,83.04,20.0,15.0,0.05,SE3,1987-03-15,14.085441925027448,58.71862068062986
631,1286-V-029-001,42.24,74.0,52.0,0.85,SE4,1987-04-01,14.132342244396868,55.477380322154275
632,1495-V-006-001,74.02,74.0,52.0,0.85,SE3,1987-04-22,13.201213644394143,58.38581917725219
633,1495-V-005-001,123.35,72.0,52.0,0.85,SE3,1987-04-22,13.503400454853752,58.42898769177754
634,0117-V-001-001,37.13,52.0,44.0,0.9,SE3,1987-05-01,18.60490538035864,59.512852626943925
635,1470-V-044-001,110.0,,,0.1,SE3,1987-05-12,12.955889735179728,58.146695311311106
636,1497-V-008-001,98.17,60.0,52.0,0.9,SE3,1987-06-26,14.22744937741994,58.18311749699919
637,1439-V-005-001,109.01,24.0,20.0,0.13,SE3,1987-08-29,11.986696524478162,58.597500667166706
638,1882-V-004-001,101.84,76.0,48.0,0.8,SE3,1987-09-09,14.926747099187098,58.817140933195375
639,1498-V-008-001,238.11,76.0,48.0,0.8,SE3,1987-09-10,13.810261336700359,58.159486039543275
640,1461-V-010-001,65.23,74.0,52.0,0.85,SE3,1987-09-10,12.433057474818428,58.62148403954873
641,1285-V-026-003,44.26,55.0,48.0,0.75,SE4,1987-09-12,13.246885769098723,55.8093930098504
642,1498-V-010-001,188.84,76.0,48.0,0.8,SE3,1987-09-15,14.09456708201568,58.18140299175488
643,1284-V-005-001,6.43,74.0,52.0,0.85,SE4,1987-09-16,12.70357369592421,56.18618755319924
644,1496-V-011-001,126.41,78.0,44.0,0.6,SE3,1987-09-20,14.069719383799475,58.34034952117531
645,1496-V-003-001,135.57,76.0,48.0,0.8,SE3,1987-09-20,14.071222219503314,58.36497592831487
646,1496-V-001-001,119.68,50.0,48.0,0.8,SE3,1987-09-27,14.123822374031203,58.37118897786199
647,2518-V-001-004,369.57,78.0,82.0,1.5,SE1,1987-09-28,23.461032188626124,66.84047312906387
648,2518-V-001-005,372.45,78.0,82.0,1.5,SE1,1987-09-28,23.461389544673914,66.83818420501365
649,2518-V-001-007,394.44,78.0,82.0,1.5,SE1,1987-09-28,23.463464923660833,66.8302417762416
650,2518-V-001-003,341.65,78.0,82.0,1.5,SE1,1987-09-28,23.45621437357562,66.84481253105702
651,2518-V-001-006,389.94,78.0,82.0,1.5,SE1,1987-09-28,23.461405807446397,66.832846100768
652,2518-V-001-002,348.77,78.0,82.0,1.5,SE1,1987-09-29,23.455601972669033,66.84707220665162
653,2518-V-001-001,341.79,78.0,82.0,1.5,SE1,1987-10-03,23.451331523655796,66.84886605816226
654,2361-V-002-001,951.78,55.0,52.0,0.85,SE2,1987-10-06,12.750307373336463,62.39753455221595
655,2361-V-027-001,838.56,84.0,71.0,2.0,SE2,1987-10-07,13.288818875410653,62.46274134870569
656,1470-V-006-001,93.95,77.0,46.0,0.8,SE3,1987-10-11,12.951407313534693,58.19078987596353
657,1471-V-024-001,80.85,76.0,48.0,0.8,SE3,1987-10-14,13.343857378778639,58.469705322967854
658,1471-V-005-001,121.47,74.0,52.0,0.85,SE3,1987-10-15,13.462118827007759,58.46744649507805
659,2361-V-027-002,835.66,84.0,71.0,2.0,SE2,1987-10-17,13.282029282067098,62.46382006034166
660,1470-V-009-001,71.93,50.0,48.0,0.8,SE3,1987-10-17,13.012849639671867,58.32143347971356
661,2361-V-027-003,844.09,84.0,71.0,2.0,SE2,1987-10-24,13.28675007102973,62.46649006659394
662,1471-V-017-001,71.8,74.0,52.0,0.85,SE3,1987-10-28,13.376431675189535,58.493636137526806
663,2361-V-027-004,839.44,84.0,71.0,2.0,SE2,1987-10-31,13.27961166652605,62.46656977034444
664,1442-V-004-001,94.7,65.0,48.0,0.8,SE3,1987-11-07,12.641266139742816,57.98239900519699
665,2361-V-027-005,842.38,84.0,71.0,2.0,SE2,1987-11-08,13.27788931130926,62.469380636247166
666,0509-V-005-001,110.62,65.0,52.0,0.85,SE3,1987-11-10,14.83417978973259,58.31343970831553
667,0509-V-005-002,111.05,65.0,52.0,0.85,SE3,1987-11-11,14.83453111369186,58.31557895769421
668,1495-V-009-001,72.34,76.0,48.0,0.8,SE3,1987-11-20,13.194029329102868,58.39714626197273
669,0880-V-016-001,16.43,76.0,48.0,0.8,SE4,1987-11-21,16.34766142817964,56.818803269980336
670,1256-V-001-001,22.02,65.0,48.0,0.8,SE4,1987-11-24,14.10117091568729,56.1781387025644
671,1461-V-008-001,54.13,78.0,60.0,0.8,SE3,1987-11-30,12.461073966900905,58.57525285837918
672,1293-V-007-001,22.05,74.0,52.0,0.85,SE4,1987-12-01,13.937746788577108,56.112431957484276
673,1287-V-018-002,6.65,50.0,48.0,0.75,SE4,1987-12-05,13.254437906859314,55.35988934650673
674,1461-V-003-001,52.79,64.0,48.0,0.8,SE3,1987-12-08,12.529561051993037,58.62312041040808
675,0586-V-024-001,74.73,74.0,52.0,0.85,SE3,1987-12-21,15.292032787608044,58.38170274065103
676,0620-V-001-001,279.7,74.0,52.0,0.85,SE3,1987-12-28,13.817629295964057,58.015279689860634
677,1461-V-001-004,64.45,74.0,52.0,0.85,SE3,1987-12-31,12.52794160017647,58.54233625364871
678,0840-V-045-001,2.72,49.0,48.0,0.8,SE4,1987-12-31,16.40711152188815,56.35049703483534
679,0682-V-002-002,341.16,,,0.02,SE3,1988-01-01,14.647959680788723,57.563404930789766
680,2085-V-004-022,459.76,80.0,90.0,2.0,SE3,1988-01-01,14.911848000540413,60.09883382211558
681,2085-V-004-020,453.38,80.0,90.0,2.0,SE3,1988-01-01,14.906382030755715,60.10066648102123
682,2085-V-004-021,448.18,80.0,90.0,2.0,SE3,1988-01-01,14.900573594943086,60.10171747294074
683,2085-V-004-023,458.2,80.0,90.0,2.0,SE3,1988-01-01,14.916181363847967,60.096189139575266
684,2085-V-004-019,460.64,80.0,90.0,2.0,SE3,1988-01-01,14.894635665403902,60.10282386738527
685,1430-V-036-001,134.34,74.0,52.0,0.85,SE3,1988-01-15,11.496379153612143,58.59118516677733
686,1435-V-042-006,127.37,67.0,72.0,1.5,SE3,1988-01-18,11.38688722085453,58.77968047429182
687,1435-V-042-005,113.53,67.0,72.0,1.5,SE3,1988-01-24,11.380895151994261,58.777180140222704
688,1435-V-042-003,107.86,67.0,72.0,1.5,SE3,1988-01-27,11.377077170236316,58.7746438492348
689,1435-V-042-004,134.71,67.0,72.0,1.5,SE3,1988-01-29,11.389947366319566,58.77706777262916
690,1435-V-042-002,123.1,67.0,72.0,1.5,SE3,1988-01-30,11.384765236948462,58.77428458123752
691,1435-V-042-001,108.87,67.0,72.0,1.5,SE3,1988-01-31,11.37831925956517,58.77127893615173
692,1430-V-002-001,146.03,74.0,52.0,0.85,SE3,1988-02-20,11.52831284861763,58.60440725756061
693,1880-V-013-001,25.65,76.0,48.0,0.8,SE3,1988-03-13,15.451950356948057,59.17299547838516
694,1270-V-022-001,67.94,65.0,48.0,0.8,SE4,1988-03-14,13.89778757779347,55.57441457708292
695,1499-V-021-001,197.3,76.0,48.0,0.8,SE3,1988-03-22,13.488081878529332,58.0858192677768
696,2583-V-001-001,18.18,70.0,64.0,1.0,SE1,1988-04-04,23.713680056268476,65.71553678865456
697,2583-V-001-002,13.14,70.0,64.0,1.0,SE1,1988-04-04,23.722730378089896,65.71506592209812
698,2583-V-001-003,17.29,70.0,64.0,1.0,SE1,1988-04-04,23.708286320876656,65.7194296758371
699,2583-V-001-004,14.07,70.0,64.0,1.0,SE1,1988-04-04,23.718643874364986,65.71888885735642
700,2583-V-001-005,19.78,70.0,64.0,1.0,SE1,1988-04-04,23.729241327631616,65.71833927441418
701,1499-V-004-001,243.07,40.0,29.0,0.22,SE3,1988-04-19,13.749292490330747,58.053048232337666
702,1861-V-003-001,58.56,24.0,17.0,0.07,SE3,1988-05-14,15.320200938929796,59.095447915249075
703,1281-V-017-001,77.02,64.0,71.0,2.0,SE4,1988-07-19,13.253757724379616,55.73852826367927
704,1285-V-021-002,38.47,64.0,71.0,2.0,SE4,1988-07-19,13.297330546655761,55.75912092946299
705,1285-V-021-001,38.35,64.0,71.0,2.0,SE4,1988-07-19,13.290776478364373,55.754251853629015
706,1281-V-017-003,74.02,64.0,71.0,2.0,SE4,1988-07-19,13.262482639954408,55.74150359537877
707,1285-V-021-003,35.79,64.0,71.0,2.0,SE4,1988-07-19,13.301164009084971,55.7619575421521
708,1281-V-017-002,76.43,64.0,71.0,2.0,SE4,1988-07-19,13.258120296825266,55.74001147170462
709,1499-V-039-001,226.6,65.0,52.0,0.8,SE3,1988-08-20,13.54491202931681,58.221608530656134
710,0586-V-043-001,80.58,75.0,50.0,0.85,SE3,1988-08-20,15.192535400386449,58.424871203161814
711,2514-V-002-001,11.64,70.0,64.0,1.0,SE1,1988-09-30,23.391791249377228,65.77851412676131
712,1470-V-016-001,95.49,73.0,53.0,0.8,SE3,1988-10-02,13.225800278473343,58.286245203095696
713,1470-V-019-001,96.09,73.0,53.0,0.8,SE3,1988-10-02,13.229563407310556,58.285110731428794
714,1780-V-003-001,66.27,76.0,54.0,0.83,SE3,1988-10-12,13.764046328776725,59.35539055939312
715,1471-V-002-001,68.81,70.0,64.0,1.0,SE3,1988-10-15,13.35974006928947,58.50408284747277
716,1880-V-004-001,25.65,76.0,48.0,0.8,SE3,1988-10-19,15.56647297325571,59.154156799055755
717,1496-V-005-001,131.08,76.0,48.0,1.0,SE3,1988-10-22,14.07664574175554,58.39638788965019
718,1382-V-010-002,3.93,64.0,71.0,2.3,SE4,1988-10-24,12.469760743256753,56.88766593552305
719,0840-V-018-001,46.33,40.0,27.0,0.15,SE4,1988-10-30,16.550911205076037,56.681408184829124
720,1485-V-016-001,85.33,76.0,48.0,0.8,SE3,1988-11-07,11.718348297909214,58.373070236847596
721,1382-V-010-001,3.94,64.0,71.0,2.3,SE4,1988-11-19,12.468130702705942,56.885047824520534
722,1496-V-008-004,66.8,31.0,27.0,0.22,SE3,1988-11-23,13.970494646268474,58.577413860681446
723,1496-V-008-002,66.73,31.0,27.0,0.22,SE3,1988-11-23,13.973014361387072,58.5798314645588
724,1496-V-008-003,66.8,31.0,27.0,0.22,SE3,1988-11-23,13.971462409666586,58.57855952477561
725,1496-V-008-001,66.29,31.0,27.0,0.22,SE3,1988-11-23,13.970721862850331,58.57999582013535
726,1781-V-011-001,110.98,76.0,48.0,0.8,SE3,1988-11-28,14.151241348709618,59.22795137020581
727,1495-V-013-001,135.23,74.0,52.0,0.85,SE3,1988-11-29,13.59208421545821,58.43860231591647
728,1785-V-015-001,58.9,76.0,48.0,0.8,SE3,1988-12-02,13.158459580195245,59.01644037708566
729,2313-V-001-001,541.16,70.0,48.0,0.8,SE2,1988-12-10,15.034242664313123,63.60677730402323
730,1285-V-009-003,84.97,78.0,82.0,2.0,SE4,1988-12-12,13.388232115248714,55.88849695356862
731,1285-V-009-004,87.11,78.0,82.0,2.0,SE4,1988-12-12,13.392767967837049,55.887795376418936
732,0586-V-038-001,95.87,76.0,48.0,0.8,SE3,1988-12-20,15.09995632700733,58.42258505025519
733,0840-V-012-001,28.73,25.0,27.0,0.05,SE4,1988-12-30,16.422952039547226,56.38443384679682
734,2418-V-001-002,518.2,80.0,90.0,2.0,SE1,1988-12-31,18.60443331322203,65.08676204081735
735,2418-V-001-003,552.04,80.0,90.0,2.0,SE1,1988-12-31,18.612020304863936,65.08879733168136
736,1270-V-014-001,72.45,25.0,22.0,0.15,SE4,1988-12-31,13.907744024095953,55.55308910137269
737,2418-V-001-004,559.12,80.0,90.0,2.0,SE1,1988-12-31,18.614601700206453,65.0914474111973
738,1270-V-015-001,75.0,23.0,17.0,0.05,SE4,1988-12-31,14.016118969518947,55.545979526015465
739,2418-V-001-005,530.74,80.0,90.0,2.0,SE1,1988-12-31,18.620884303557833,65.09203651528317
740,2418-V-001-001,498.55,80.0,90.0,2.0,SE1,1988-12-31,18.599783157647224,65.08497557545112
741,1382-V-010-004,3.77,64.0,71.0,2.3,SE4,1989-01-08,12.467045048355674,56.89050475952896
742,1382-V-010-005,3.97,64.0,71.0,2.3,SE4,1989-01-08,12.462777902860907,56.89075857821843
743,1492-V-004-001,53.28,32.0,25.0,0.15,SE3,1989-01-11,12.604381522393737,58.975531157410586
744,1382-V-010-003,3.83,64.0,71.0,2.3,SE4,1989-01-11,12.465472696309098,56.88791106087533
745,1419-V-008-001,93.24,60.0,52.0,0.85,SE3,1989-01-13,11.62816018232077,57.997961523043855
746,1287-V-017-001,35.19,52.0,52.0,0.85,SE4,1989-01-28,13.356670970238378,55.419226076434036
747,1435-V-064-005,82.01,55.0,48.0,0.8,SE3,1989-01-30,11.27015789645358,58.79183710871241
748,1435-V-064-004,78.64,55.0,48.0,0.8,SE3,1989-01-30,11.265674622569641,58.79350747791164
749,1435-V-064-003,84.97,55.0,48.0,0.8,SE3,1989-01-30,11.271860126998156,58.79390339595346
750,1435-V-064-002,95.04,55.0,48.0,0.8,SE3,1989-01-30,11.2670253062179,58.7953250567639
751,1435-V-064-001,82.98,55.0,48.0,0.8,SE3,1989-01-30,11.269510042012499,58.79011839113654
752,1494-V-004-002,75.03,95.0,90.0,1.8,SE3,1989-02-03,13.155215485650853,58.361974262047966
753,1494-V-004-001,75.25,95.0,90.0,1.8,SE3,1989-02-05,13.160174647213191,58.35939860634815
754,1882-V-003-001,237.02,72.0,64.0,1.0,SE3,1989-02-07,15.015260375260514,58.70939285777883
755,1435-V-065-001,79.44,55.0,48.0,0.8,SE3,1989-02-15,11.271954378461013,58.78893955110403
756,0583-V-018-001,109.1,65.0,52.0,0.85,SE3,1989-03-07,14.978615338876445,58.43117724667732
757,0840-V-016-001,13.19,50.0,50.0,0.85,SE4,1989-03-13,16.64128308155233,56.617417661267936
758,1497-V-027-001,125.06,76.0,48.0,0.8,SE3,1989-04-01,14.05483895174848,58.302549891237845
759,1461-V-023-002,51.24,65.0,48.0,0.8,SE3,1989-04-12,12.572404771681322,58.616580617627825
760,1461-V-023-001,51.57,65.0,48.0,0.8,SE3,1989-04-12,12.576707546025652,58.61582844561242
761,2313-V-002-001,673.88,70.0,64.0,1.0,SE2,1989-04-18,15.399741803183396,64.38977964760099
762,1495-V-011-001,75.23,76.0,60.0,1.0,SE3,1989-04-24,13.203347975342295,58.381860463309046
763,2480-V-016-001,3.15,80.0,90.0,2.0,SE2,1989-04-30,20.33866526802512,63.67294038923732
764,2480-V-009-001,3.29,80.0,90.0,3.0,SE2,1989-05-02,20.33430411547015,63.67446457987433
765,1495-V-014-001,127.99,73.0,53.0,0.8,SE3,1989-05-04,13.509659076236355,58.45333906294333
766,1494-V-009-001,67.6,75.0,53.0,0.8,SE3,1989-05-25,13.057008629402096,58.37321558504256
767,2061-V-001-001,302.13,74.0,54.0,0.85,SE3,1989-05-29,15.399485312217399,60.16184388092994
768,1497-V-041-001,207.38,76.0,48.0,0.8,SE3,1989-05-31,14.27447150506974,58.355346693819435
769,1495-V-008-001,133.96,73.0,53.0,0.8,SE3,1989-06-03,13.553948380523364,58.44917880337301
770,1495-V-012-001,75.45,74.0,52.0,0.85,SE3,1989-06-08,13.202003270633893,58.38390339433047
771,1470-V-020-001,91.94,75.0,53.0,0.8,SE3,1989-06-13,12.998665633702466,58.229568194637785
772,1499-V-026-001,195.27,73.0,53.0,0.8,SE3,1989-06-18,13.446604806829683,58.10806605260567
773,1497-V-022-001,132.7,76.0,48.0,0.8,SE3,1989-06-18,14.145542899505271,58.324364133657994
774,1497-V-021-001,125.44,76.0,48.0,0.8,SE3,1989-06-18,14.108928761866848,58.318267250618376
775,1473-V-013-001,69.23,70.0,60.0,1.0,SE3,1989-06-27,13.994519946115627,58.598099825798805
776,1290-V-059-002,6.23,95.0,90.0,2.0,SE4,1989-07-04,14.15810704707173,55.88180987916664
777,1494-V-001-001,63.29,73.0,53.0,0.8,SE3,1989-07-05,13.04272365247788,58.433372776995775
778,1290-V-059-001,2.98,95.0,90.0,2.0,SE4,1989-07-08,14.164921720488234,55.880517545013845
779,1492-V-007-001,142.56,73.0,53.0,0.8,SE3,1989-07-31,12.555044289784751,59.0016883665009
780,1083-V-010-001,3.31,65.0,48.0,0.8,SE4,1989-08-27,14.643933172495316,56.061984988053915
781,1083-V-011-001,2.24,65.0,48.0,0.8,SE4,1989-08-27,14.64033911102638,56.06221482517627
782,1083-V-009-001,3.82,65.0,48.0,0.8,SE4,1989-08-27,14.65653463327714,56.04239626258147
783,1083-V-008-001,3.62,65.0,48.0,0.8,SE4,1989-08-27,14.65249776326004,56.0410627363299
784,1083-V-007-001,3.83,65.0,48.0,0.8,SE4,1989-08-27,14.64827105936823,56.039666719902044
785,1286-V-012-004,69.51,64.0,71.0,2.0,SE4,1989-09-04,13.785506189793008,55.46480859269311
786,1286-V-012-003,70.77,64.0,71.0,2.0,SE4,1989-09-04,13.78701522945869,55.46268370222822
787,0586-V-004-001,105.53,65.0,48.0,0.8,SE3,1989-09-11,15.07528890903808,58.34004586208783
788,0682-V-003-001,341.83,70.0,64.0,1.0,SE3,1989-09-18,14.575534443280645,57.61547682039617
789,0586-V-004-002,107.54,65.0,48.0,0.8,SE3,1989-09-20,15.07894912650999,58.34232497706374
790,1083-V-012-001,1.86,65.0,48.0,0.8,SE4,1989-09-24,14.636703810459396,56.06245342126808
791,2023-V-008-001,491.5,80.0,80.0,2.0,SE3,1989-09-30,13.653879527612295,60.666310929177364
792,2023-V-008-002,486.73,80.0,80.0,2.0,SE3,1989-09-30,13.650254712153073,60.66798345028516
793,1280-V-002-032,,70.0,90.0,2.3,SE4,1989-10-03,12.782208941153048,55.518399993500346
794,1280-V-002-031,,70.0,90.0,2.3,SE4,1989-10-03,12.786062758817062,55.52102036436767
795,1280-V-002-037,,70.0,90.0,2.3,SE4,1989-10-03,12.77791200003778,55.519695649576825
796,1280-V-002-033,,70.0,90.0,2.3,SE4,1989-10-03,12.778143783476633,55.51564847931275
797,1280-V-002-046,,70.0,90.0,2.3,SE4,1989-10-04,12.76933443394007,55.52226892750682
798,1280-V-002-038,,70.0,90.0,2.3,SE4,1989-10-05,12.773847838475522,55.51693502159378
799,1280-V-002-048,,70.0,90.0,2.3,SE4,1989-10-05,12.761206547855835,55.516755952026536
800,1280-V-002-043,,70.0,90.0,2.3,SE4,1989-10-06,12.769550791371811,55.51823038356426
801,1280-V-002-042,,70.0,90.0,2.3,SE4,1989-10-07,12.773615444786799,55.52098217620206
802,1280-V-002-047,,70.0,90.0,2.3,SE4,1989-10-07,12.765269952921496,55.519516994739604
803,1461-V-016-001,59.64,73.0,53.0,0.8,SE3,1989-10-11,12.37413621017196,58.58958943154121
804,1470-V-037-002,105.86,73.0,53.0,0.8,SE3,1989-10-11,13.255640490661161,58.26361111052877
805,1430-V-008-001,149.85,74.0,52.0,0.85,SE3,1989-10-14,11.837845108207636,58.53308377946195
806,0563-V-003-001,110.16,65.0,52.0,0.85,SE3,1989-10-15,14.974359134113671,58.429047144906924
807,1280-V-002-001,,70.0,90.0,2.3,SE4,1989-10-19,12.80344170988853,55.51600218336879
808,1280-V-002-015,,70.0,90.0,2.3,SE4,1989-10-19,12.770696524938199,55.49801210019372
809,1280-V-002-002,,70.0,90.0,2.3,SE4,1989-10-19,12.799375299638465,55.5132512728744
810,1280-V-002-003,,70.0,90.0,2.3,SE4,1989-10-20,12.795310268839845,55.510491347493684
811,1280-V-002-007,,70.0,90.0,2.3,SE4,1989-10-21,12.779053512079715,55.49947725619035
812,2580-V-002-001,7.2,22.0,14.0,0.02,SE1,1989-10-21,22.15120971712686,65.742857044405
813,1280-V-002-006,,70.0,90.0,2.3,SE4,1989-10-21,12.78311693893852,55.50222873037727
814,1280-V-002-004,,70.0,90.0,2.3,SE4,1989-10-21,12.791244986182395,55.507740264129936
815,1280-V-002-014,,70.0,90.0,2.3,SE4,1989-10-22,12.774759213214374,55.5007638460704
816,1280-V-002-005,,70.0,90.0,2.3,SE4,1989-10-23,12.787180427430874,55.50498905234276
817,2021-V-002-001,528.31,80.0,90.0,2.0,SE3,1989-10-31,14.22275023041451,60.28599455160209
818,2021-V-002-002,510.08,80.0,90.0,2.0,SE3,1989-10-31,14.226515267598602,60.283283497176235
819,2021-V-002-003,507.46,80.0,90.0,2.0,SE3,1989-10-31,14.21964773352699,60.28136136585836
820,2021-V-002-004,520.82,80.0,90.0,2.0,SE3,1989-10-31,14.230344607612817,60.27997154640504
821,2021-V-002-005,524.15,80.0,90.0,2.0,SE3,1989-10-31,14.220638693547182,60.278069623922505
822,2021-V-002-006,527.0,80.0,90.0,2.0,SE3,1989-10-31,14.226618862949909,60.2773868584192
823,2021-V-002-007,510.58,80.0,90.0,2.0,SE3,1989-10-31,14.210926843143156,60.275942469071744
824,2021-V-002-008,530.94,80.0,90.0,2.0,SE3,1989-10-31,14.220378874579383,60.27373064475219
825,1470-V-007-001,77.37,65.0,90.0,1.8,SE3,1989-11-01,13.141086490788053,58.303995492858164
826,1280-V-002-008,,70.0,90.0,2.3,SE4,1989-11-03,12.799146370172435,55.51728961693305
827,1280-V-002-009,,70.0,90.0,2.3,SE4,1989-11-03,12.795080127972925,55.51453865554345
828,1280-V-002-011,,70.0,90.0,2.3,SE4,1989-11-03,12.786950166762972,55.50902727574593
829,1487-V-004-001,60.2,78.0,53.0,0.8,SE3,1989-11-04,12.37842048712531,58.57953468628921
830,1461-V-034-001,61.56,73.0,53.0,0.8,SE3,1989-11-07,12.531356267896921,58.65778907983414
831,1280-V-002-013,,70.0,90.0,2.3,SE4,1989-11-07,12.778822625056376,55.50351546369249
832,1280-V-002-021,,70.0,90.0,2.3,SE4,1989-11-07,12.774527210764525,55.50481101685256
833,1280-V-002-022,,70.0,90.0,2.3,SE4,1989-11-07,12.770464637104212,55.502050282646415
834,1280-V-002-012,,70.0,90.0,2.3,SE4,1989-11-07,12.782885781166462,55.506275923347786
835,1280-V-002-030,,70.0,90.0,2.3,SE4,1989-11-11,12.762123255399205,55.50058491790023
836,0563-V-016-001,109.0,65.0,52.0,0.85,SE3,1989-11-14,14.972205322932043,58.42608515282189
837,1280-V-002-023,,70.0,90.0,2.3,SE4,1989-11-14,12.766402122146628,55.49929839622973
838,1461-V-004-002,51.5,73.0,53.0,0.8,SE3,1989-11-15,12.528368900621896,58.62110148122425
839,1461-V-004-001,51.77,73.0,53.0,0.8,SE3,1989-11-15,12.532889435912201,58.62175094244823
840,1280-V-002-016,,70.0,90.0,2.3,SE4,1989-11-16,12.794850752754499,55.51857689718109
841,1280-V-002-028,,70.0,90.0,2.3,SE4,1989-11-19,12.770247998570351,55.50609781856371
842,1280-V-002-017,,70.0,90.0,2.3,SE4,1989-11-19,12.790784683693696,55.515825795107965
843,1280-V-002-018,,70.0,90.0,2.3,SE4,1989-11-19,12.786719343897136,55.51307447478545
844,1445-V-004-001,88.44,73.0,53.0,0.8,SE3,1989-11-22,12.826311302456505,58.21347936990096
845,1280-V-002-029,,70.0,90.0,2.3,SE4,1989-11-23,12.76618575631237,55.50333694722632
